	12500	12500	
(1, 2, 21, 0)	1	0	-1	
(18, 13, 30, 10)	1	0	-1	
(3, 18, 18)	0	2	2	
(12, 25, 8)	1	0	-1	
(25, 30, 3, 2)	2	3	1	
(20, 4)	0	1	1	
(11, 30, 3, 27)	2	0	-2	
(30, 24, 30, 18)	33	35	2	
(4, 19, 30, 4)	8	3	-5	
(20, 7, 21, 30)	0	1	1	
(19, 7, 30, 12)	0	2	2	
(3, 5, 30, 17)	1	3	2	
(21, 30, 12, 27)	2	2	0	
(0, 3, 21, 7)	0	2	2	
(3, 12, 8, 30)	0	1	1	
(11, 30, 22, 7)	1	0	-1	
(21, 30, 16, 12)	0	1	1	
(4, 24, 30, 15)	1	0	-1	
(17, 12, 3)	2	3	1	
(12, 17, 17, 30)	4	7	3	
(18, 10, 19, 30)	1	0	-1	
(18, 30, 25, 24)	0	1	1	
(21, 18, 21)	1	0	-1	
(10, 30, 18, 30)	44	61	17	
(28, 30, 25, 30)	5	12	7	
(2, 30, 11, 4)	2	2	0	
(17, 28, 30, 7)	0	1	1	
(7, 4, 18)	2	4	2	
(18, 3, 27, 30)	1	0	-1	
(6, 3, 26)	3	4	1	
(1, 21, 7)	1	0	-1	
(25, 10, 30)	6	4	-2	
(2, 21, 30, 13)	3	0	-3	
(14, 18, 30, 21)	5	2	-3	
(30, 27, 30, 10)	17	13	-4	
(17, 23, 30, 12)	1	0	-1	
(26, 21, 30, 7)	1	1	0	
(0, 30, 21, 1)	8	5	-3	
(21, 3, 30, 2)	3	4	1	
(30, 1, 17, 30)	78	13	-65	
(1, 0, 17)	1	0	-1	
(0, 3, 25)	0	3	3	
(9, 30, 3)	112	253	141	
(18, 7, 30, 21)	57	93	36	
(30, 28, 30, 21)	99	163	64	
(30, 0, 4, 18)	2	0	-2	
(2, 30, 6, 17)	0	2	2	
(7, 22, 30, 28)	0	1	1	
(3, 17, 30, 2)	49	35	-14	
(30, 5, 12, 30)	41	34	-7	
(3, 9, 30, 12)	0	1	1	
(15, 22, 12, 30)	1	0	-1	
(27, 25, 30, 18)	1	1	0	
(28, 30, 11, 30)	2	3	1	
(18, 0, 30, 18)	30	39	9	
(28, 9, 30, 17)	1	0	-1	
(11, 30, 6, 17)	1	1	0	
(30, 24, 27, 30)	0	1	1	
(17, 20, 30, 6)	1	0	-1	
(0, 18, 30, 21)	2	3	1	
(3, 30, 13, 17)	13	19	6	
(30, 6)	3778	5054	1276	
(0, 30, 21)	1388	2013	625	
(1, 4, 30, 22)	17	0	-17	
(30, 13, 6)	3	0	-3	
(21, 12, 30, 13)	4	4	0	
(12, 25, 17)	7	2	-5	
(12, 0, 30, 8)	0	2	2	
(30, 1, 3, 30)	531	44	-487	
(16, 4, 16, 22)	1	0	-1	
(27, 22, 30)	6	9	3	
(0, 11, 3)	2	2	0	
(25, 30, 11, 27)	1	1	0	
(9, 21, 30, 11)	0	2	2	
(30, 14, 7, 21)	1	2	1	
(0, 30, 19, 30)	88	218	130	
(2, 17, 30, 22)	0	2	2	
(21, 11, 4, 17)	1	1	0	
(3, 30, 6, 5)	14	21	7	
(25, 25, 21, 15)	1	0	-1	
(1, 8, 30, 7)	1	0	-1	
(2, 2, 30, 11)	0	3	3	
(18, 27, 30, 0)	0	1	1	
(2, 30, 5, 21)	5	8	3	
(30, 5, 10, 3)	0	1	1	
(18, 13)	232	168	-64	
(19, 17, 1, 18)	1	0	-1	
(30, 24, 21, 30)	75	66	-9	
(18, 20, 30, 7)	1	0	-1	
(21, 18, 30)	301	428	127	
(30, 6, 30, 18)	56	111	55	
(30, 16, 5, 21)	1	0	-1	
(12, 3, 8, 30)	1	0	-1	
(30, 18, 28, 4)	2	1	-1	
(30, 1, 13, 30)	0	1	1	
(2, 21, 14, 30)	0	2	2	
(3, 15, 30, 13)	0	1	1	
(21, 5, 10)	1	1	0	
(16, 22, 23)	0	1	1	
(30, 22, 4)	21	44	23	
(30, 21, 7, 18)	0	1	1	
(0, 30, 5, 30)	59	95	36	
(0, 22, 1, 4)	0	1	1	
(17, 9, 21, 30)	0	1	1	
(16, 30, 3, 27)	0	1	1	
(6, 30, 17, 21)	5	3	-2	
(8, 30, 8, 7)	4	2	-2	
(21, 12, 3, 30)	0	4	4	
(0, 30, 17, 3)	3	6	3	
(3, 30, 4, 6)	1	0	-1	
(24, 24, 30, 0)	0	2	2	
(5, 17, 1)	2	1	-1	
(0, 3, 22)	0	3	3	
(9, 30, 20)	0	2	2	
(15, 14, 30)	0	3	3	
(2, 30, 10, 19)	1	0	-1	
(17, 20, 2)	0	1	1	
(8, 10, 30, 6)	0	1	1	
(12, 18, 0, 3)	16	2	-14	
(3, 30, 17, 25)	9	13	4	
(21, 30, 22, 7)	1	0	-1	
(25, 4, 17, 4)	0	1	1	
(17, 4, 0, 30)	1	0	-1	
(30, 1, 30, 18)	124	56	-68	
(17, 13, 30, 8)	1	0	-1	
(17, 6, 4)	0	1	1	
(24, 8)	0	3	3	
(30, 18, 30, 7)	128	205	77	
(18, 10, 21, 18)	1	0	-1	
(6, 30, 0, 19)	0	1	1	
(21, 0, 4, 17)	0	1	1	
(0, 30, 28)	7	35	28	
(21, 12, 18, 11)	0	1	1	
(15, 17, 30, 9)	1	1	0	
(30, 1, 7, 4)	1	0	-1	
(19, 17, 30, 10)	1	4	3	
(15, 25)	12	6	-6	
(12, 21, 30, 1)	26	15	-11	
(20, 30, 3, 21)	1	1	0	
(8, 21, 21, 12)	0	1	1	
(28, 3, 30, 21)	2	1	-1	
(30, 6, 19, 6)	0	1	1	
(21, 30, 4, 23)	0	1	1	
(30, 18, 25, 16)	1	0	-1	
(17, 21, 4, 30)	3	0	-3	
(30, 10, 25, 30)	1	3	2	
(8, 8, 30, 21)	12	8	-4	
(8, 30, 1, 4)	6	1	-5	
(3, 30, 27, 3)	11	19	8	
(30, 8, 8, 10)	1	0	-1	
(21, 18, 7)	16	32	16	
(1, 21, 30, 9)	1	1	0	
(30, 5, 25)	47	46	-1	
(17, 12, 30, 18)	6	1	-5	
(0, 30, 18, 17)	3	0	-3	
(25, 21, 30, 3)	40	37	-3	
(26, 30, 11, 21)	1	0	-1	
(30, 19, 30, 27)	26	42	16	
(7, 4, 4)	11	13	2	
(21, 18, 7, 17)	0	2	2	
(16, 30)	333	253	-80	
(18, 17, 30, 4)	3	4	1	
(6, 3, 12)	2	0	-2	
(30, 22, 19)	0	2	2	
(7, 28, 30, 11)	0	1	1	
(30, 19, 18, 0)	0	1	1	
(21, 30, 21, 13)	8	5	-3	
(7, 4, 30, 13)	1	1	0	
(30, 10, 3, 17)	6	4	-2	
(3, 30, 0, 24)	1	5	4	
(2, 12, 7, 30)	1	0	-1	
(5, 17, 8)	4	1	-3	
(27, 18, 30, 4)	0	1	1	
(7, 27, 30, 4)	0	2	2	
(30, 12, 30, 10)	122	102	-20	
(4, 18, 0)	0	7	7	
(30, 10, 23, 30)	0	1	1	
(0, 5, 30, 19)	1	1	0	
(7, 7)	65	87	22	
(6, 30, 5, 25)	1	0	-1	
(7, 21, 5)	3	2	-1	
(21, 30, 10, 1)	1	0	-1	
(4, 28, 30, 5)	0	1	1	
(11, 30, 18, 0)	4	5	1	
(30, 25, 14, 30)	2	3	1	
(18, 0, 22, 30)	6	7	1	
(1, 22, 30, 19)	1	0	-1	
(17, 24, 30, 1)	1	0	-1	
(21, 1, 30, 19)	3	2	-1	
(0, 30, 7)	117	236	119	
(17, 0, 30, 23)	1	1	0	
(21, 30, 3, 9)	3	2	-1	
(8, 8, 17)	2	2	0	
(17, 1, 27)	1	0	-1	
(30, 21, 1, 19)	1	0	-1	
(11, 21, 14, 30)	1	0	-1	
(30, 23, 30, 8)	13	8	-5	
(3, 30, 18, 28)	0	3	3	
(17, 19, 30, 2)	1	0	-1	
(30, 19, 21, 7)	0	1	1	
(4, 4, 22, 30)	8	5	-3	
(7, 30, 3, 6)	1	0	-1	
(30, 10, 5, 30)	7	3	-4	
(30, 15, 30, 18)	26	34	8	
(8, 30, 17, 25)	0	1	1	
(30, 25, 24, 30)	1	2	1	
(11, 0, 3, 30)	1	1	0	
(30, 25, 12, 3)	1	0	-1	
(21, 18, 8)	1	2	1	
(30, 6, 6, 30)	12	25	13	
(19, 30, 22, 30)	24	31	7	
(30, 5, 14)	5	1	-4	
(17, 30, 15, 21)	10	8	-2	
(16, 23, 30, 8)	2	1	-1	
(12, 15, 18, 30)	0	1	1	
(27, 30, 22)	42	67	25	
(30, 22, 26)	2	9	7	
(12, 4, 30, 6)	2	0	-2	
(11, 30, 25, 9)	1	0	-1	
(30, 21, 15, 30)	31	17	-14	
(3, 12, 1, 21)	3	0	-3	
(4, 13, 21)	1	0	-1	
(21, 30, 9, 19)	3	1	-2	
(25, 24, 30, 0)	0	1	1	
(5, 17, 30, 0)	2	5	3	
(1, 5)	27	25	-2	
(13, 30, 17, 12)	0	1	1	
(12, 0, 3, 22)	0	1	1	
(26, 21, 30, 26)	2	3	1	
(17, 30, 0, 10)	0	1	1	
(30, 25, 30, 19)	95	130	35	
(1, 30, 18, 18)	3	0	-3	
(22, 7, 30)	8	3	-5	
(21, 30, 14, 3)	4	5	1	
(21, 0, 19, 2)	0	1	1	
(7, 30, 10, 17)	1	3	2	
(8, 30, 27, 3)	1	1	0	
(30, 7, 21, 5)	3	1	-2	
(30, 15, 17, 15)	0	1	1	
(3, 30, 21, 0)	23	36	13	
(21, 30, 18, 24)	1	1	0	
(11, 21, 18, 30)	1	3	2	
(3, 30, 1, 23)	1	2	1	
(5, 26)	0	1	1	
(17, 18, 1, 4)	3	1	-2	
(11, 21, 30, 13)	0	1	1	
(0, 30, 14)	17	34	17	
(21, 30, 7, 11)	1	1	0	
(9, 30, 12, 3)	1	0	-1	
(26, 30, 21, 21)	4	10	6	
(30, 7, 18, 17)	1	0	-1	
(4, 30, 10, 7)	0	1	1	
(7, 30, 7, 12)	1	0	-1	
(0, 11, 30)	9	16	7	
(21, 23, 30, 19)	0	1	1	
(12, 2, 30, 19)	0	2	2	
(12, 30, 4, 19)	2	0	-2	
(21, 30, 0, 4)	79	100	21	
(30, 1, 4, 19)	3	1	-2	
(24, 30, 22, 21)	0	2	2	
(3, 16, 30, 3)	2	0	-2	
(8, 30, 5, 21)	4	1	-3	
(30, 10, 4, 1)	1	0	-1	
(26, 30, 3, 25)	2	0	-2	
(12, 0, 0, 30)	1	1	0	
(17, 30, 7, 2)	5	5	0	
(3, 23, 30, 12)	1	0	-1	
(1, 30, 17, 2)	1	0	-1	
(4, 30, 18, 21)	6	1	-5	
(30, 11, 26, 30)	1	0	-1	
(5, 17, 30, 4)	9	14	5	
(12, 1, 30, 25)	4	1	-3	
(28, 24, 21, 30)	1	0	-1	
(17, 30, 12, 8)	0	1	1	
(4, 17, 1, 4)	7	2	-5	
(12, 30, 10, 30)	89	83	-6	
(4, 30, 3, 16)	3	1	-2	
(21, 18, 0, 2)	0	2	2	
(21, 30, 2, 5)	2	1	-1	
(8, 8, 8, 8)	2	1	-1	
(30, 21, 0, 7)	0	2	2	
(0, 30, 12, 1)	7	9	2	
(3, 30, 17, 2)	8	5	-3	
(15, 4)	13	7	-6	
(5, 7, 30, 4)	1	1	0	
(22, 3, 30, 21)	1	3	2	
(8, 30, 3, 26)	1	0	-1	
(30, 2, 2, 18)	0	6	6	
(1, 17, 30, 11)	0	1	1	
(21, 17, 30, 24)	6	5	-1	
(7, 3, 17, 0)	0	3	3	
(24, 24, 21, 17)	0	1	1	
(27, 30, 21, 12)	8	6	-2	
(17, 30, 1, 5)	4	2	-2	
(30, 11, 8, 30)	2	5	3	
(1, 30, 19, 1)	1	1	0	
(7, 8, 30, 3)	0	1	1	
(30, 21, 5, 10)	0	1	1	
(17, 28, 19)	0	1	1	
(3, 17)	1472	1551	79	
(18, 1, 21, 30)	39	7	-32	
(7, 8, 30, 0)	0	1	1	
(21, 17, 21, 3)	1	0	-1	
(9, 19, 30)	8	4	-4	
(7, 7, 30, 4)	4	3	-1	
(7, 21, 9, 3)	0	1	1	
(8, 3, 30, 21)	5	1	-4	
(6, 30, 15, 30)	7	11	4	
(25, 15, 30)	6	3	-3	
(30, 2, 17, 22)	1	0	-1	
(21, 30, 4, 10)	1	0	-1	
(27, 21, 30, 5)	5	3	-2	
(26, 30, 20, 30)	1	0	-1	
(30, 7, 19, 30)	77	70	-7	
(30, 21, 14, 0)	1	6	5	
(4, 8, 30, 21)	1	1	0	
(30, 12, 15, 17)	3	2	-1	
(19, 30, 14, 18)	2	0	-2	
(18, 18, 1, 4)	1	0	-1	
(17, 30, 23, 17)	2	3	1	
(21, 5, 30, 13)	1	0	-1	
(30, 11, 6, 30)	0	2	2	
(21, 17)	1497	1423	-74	
(27, 30, 4)	199	241	42	
(17, 30, 3, 4)	7	6	-1	
(14, 18)	34	36	2	
(30, 3, 22, 21)	2	2	0	
(10, 19, 30, 3)	2	0	-2	
(30, 17, 9, 17)	1	0	-1	
(15, 17, 12, 2)	1	0	-1	
(14, 10, 30, 17)	1	0	-1	
(19, 3, 30)	1	4	3	
(17, 7, 30, 10)	1	4	3	
(8, 30, 19, 21)	1	2	1	
(30, 10, 3, 12)	0	1	1	
(30, 20, 30, 9)	1	1	0	
(17, 30, 8, 6)	1	0	-1	
(21, 5, 21, 30)	6	3	-3	
(26, 30, 2, 30)	17	17	0	
(30, 7, 1, 30)	3	1	-2	
(9, 6)	2	0	-2	
(17, 30, 4, 19)	5	5	0	
(10, 30, 3)	345	269	-76	
(7, 30, 18, 21)	1	0	-1	
(6, 23, 21, 30)	1	0	-1	
(30, 17, 6, 6)	1	0	-1	
(30, 21, 12, 1)	17	7	-10	
(0, 30, 8, 3)	1	0	-1	
(1, 30, 22, 27)	0	1	1	
(17, 7, 21, 30)	9	8	-1	
(4, 30, 11, 11)	2	0	-2	
(19, 12, 0)	1	0	-1	
(12, 19, 30, 7)	1	0	-1	
(0, 26, 30, 17)	6	2	-4	
(3, 30, 25, 27)	1	0	-1	
(12, 30, 17, 26)	0	3	3	
(19, 30, 24, 12)	0	1	1	
(22, 30, 17, 0)	4	14	10	
(21, 4, 30, 17)	11	12	1	
(3, 0, 21)	1	0	-1	
(30, 9, 27, 27)	1	0	-1	
(14, 30, 26, 30)	3	8	5	
(17, 1, 4)	110	7	-103	
(30, 21, 21, 25)	1	5	4	
(30, 25, 19, 2)	1	0	-1	
(4, 30, 2, 3)	1	0	-1	
(21, 30, 3, 18)	23	29	6	
(5, 21, 30, 2)	3	1	-2	
(7, 30, 15, 0)	1	0	-1	
(30, 8, 28)	1	0	-1	
(1, 7, 30, 17)	0	1	1	
(30, 21, 1, 12)	1	0	-1	
(30, 25, 7, 21)	1	0	-1	
(22, 25, 30, 17)	0	1	1	
(23, 8, 30)	1	0	-1	
(19, 30, 17, 10)	1	1	0	
(17, 30, 10, 11)	1	0	-1	
(21, 17, 17, 13)	1	1	0	
(30, 21, 0)	222	428	206	
(7, 9, 3, 30)	0	1	1	
(27, 30, 22, 17)	1	1	0	
(1, 30, 4, 27)	0	1	1	
(17, 17, 30, 25)	8	8	0	
(2, 18, 30, 17)	0	2	2	
(9, 30, 9, 18)	0	1	1	
(30, 3, 21, 15)	1	2	1	
(30, 17, 4, 27)	1	0	-1	
(21, 30, 18, 20)	0	1	1	
(18, 28, 30, 3)	0	1	1	
(5, 30, 11)	20	24	4	
(27, 30, 3, 22)	1	0	-1	
(0, 6, 22)	0	1	1	
(30, 21, 6, 27)	0	1	1	
(15, 11, 30)	2	2	0	
(7, 17, 30, 6)	1	2	1	
(14, 30, 8, 30)	2	3	1	
(8, 21, 30, 7)	5	3	-2	
(11, 17, 30, 3)	2	4	2	
(27, 30, 13)	12	4	-8	
(25, 3, 3, 30)	0	1	1	
(30, 25, 17, 1)	29	2	-27	
(4, 30, 0, 6)	2	1	-1	
(21, 0, 30, 18)	4	6	2	
(7, 30, 1, 30)	56	19	-37	
(9, 8, 30)	2	0	-2	
(19, 8)	2	1	-1	
(17, 18, 30, 3)	13	14	1	
(9, 4, 30, 17)	0	2	2	
(14, 0, 2, 30)	0	1	1	
(30, 17, 22, 27)	1	0	-1	
(11, 17, 18)	1	0	-1	
(17, 30, 0, 17)	5	3	-2	
(10, 30, 10)	95	169	74	
(22, 11, 30, 22)	0	1	1	
(0, 14, 12)	0	1	1	
(12, 1, 3, 30)	21	12	-9	
(30, 21, 8, 3)	0	1	1	
(17, 21, 30, 28)	1	1	0	
(27, 18, 7, 30)	1	1	0	
(1, 21, 12, 0)	3	1	-2	
(0, 30, 0, 24)	0	3	3	
(22, 30, 1, 21)	5	0	-5	
(6, 2, 30, 7)	2	2	0	
(25, 21, 12, 30)	2	9	7	
(25, 3, 17, 30)	18	30	12	
(0, 19, 0, 4)	0	1	1	
(23, 5)	2	3	1	
(3, 0, 30)	23	50	27	
(22, 4, 22, 30)	4	4	0	
(11, 11, 17, 30)	1	0	-1	
(4, 30, 6, 1)	2	0	-2	
(3, 23, 16, 30)	2	1	-1	
(7, 30, 19, 30)	99	137	38	
(30, 12, 0, 26)	0	2	2	
(9, 30, 12, 30)	16	34	18	
(27, 27, 30, 22)	1	0	-1	
(30, 8, 23)	1	2	1	
(8, 4, 21, 21)	1	0	-1	
(27, 30, 6, 2)	3	2	-1	
(1, 3, 12, 1)	1	0	-1	
(30, 21, 9)	8	23	15	
(12, 26, 30, 2)	0	3	3	
(1, 30, 0, 9)	1	0	-1	
(4, 30, 25, 21)	8	11	3	
(11, 30)	2436	2567	131	
(12, 30, 4, 12)	13	12	-1	
(30, 21, 22, 4)	0	1	1	
(1, 8, 30, 12)	1	0	-1	
(5, 30, 4)	222	247	25	
(30, 8, 9, 30)	2	1	-1	
(9, 30, 22, 17)	1	0	-1	
(11, 11, 3, 30)	2	1	-1	
(30, 6, 2, 21)	3	2	-1	
(19, 30, 18, 11)	3	0	-3	
(7, 21, 12, 18)	1	1	0	
(9, 30, 2, 30)	8	12	4	
(13, 21, 3, 30)	2	3	1	
(14, 12, 1, 3)	1	0	-1	
(17, 15, 30, 21)	2	4	2	
(30, 25, 21, 3)	15	11	-4	
(18, 1, 30, 14)	1	0	-1	
(4, 30, 4, 0)	1	5	4	
(7, 12, 30, 1)	0	1	1	
(12, 30, 3, 27)	3	8	5	
(30, 21, 11, 17)	2	1	-1	
(18, 18, 30, 3)	14	10	-4	
(1, 18, 1)	7	0	-7	
(19, 30, 11, 3)	0	1	1	
(18, 3, 21)	1	4	3	
(30, 25, 3, 12)	2	0	-2	
(0, 21, 30, 9)	1	2	1	
(4, 30, 28, 21)	0	1	1	
(10, 30, 17)	292	374	82	
(27, 17, 30, 27)	3	2	-1	
(30, 3, 27, 4)	3	1	-2	
(3, 0, 4, 17)	0	1	1	
(4, 12, 30, 11)	0	1	1	
(21, 22, 30, 18)	1	2	1	
(19, 12, 18)	5	0	-5	
(6, 27, 3, 30)	0	1	1	
(7, 30, 14, 18)	0	4	4	
(28, 28, 30, 17)	1	0	-1	
(17, 7)	234	313	79	
(9, 30, 16, 30)	0	1	1	
(30, 4, 21, 13)	2	1	-1	
(17, 0, 2, 21)	1	7	6	
(17, 30, 21, 23)	0	1	1	
(25, 17, 30, 26)	2	1	-1	
(30, 3, 0, 22)	0	3	3	
(22, 30, 21, 25)	0	1	1	
(21, 4, 26, 30)	0	1	1	
(30, 7, 30, 14)	9	19	10	
(30, 8, 14)	2	1	-1	
(17, 3, 30, 8)	2	1	-1	
(26, 25, 30, 3)	1	1	0	
(27, 30, 2, 0)	0	2	2	
(28, 22, 30)	0	1	1	
(30, 12, 8, 3)	1	0	-1	
(30, 16, 30, 11)	1	3	2	
(3, 14, 30, 19)	0	1	1	
(17, 30, 18, 7)	50	53	3	
(21, 17, 25, 25)	1	0	-1	
(9, 30, 21, 3)	0	2	2	
(30, 21, 30)	53267	53597	330	
(30, 7, 11, 17)	0	2	2	
(30, 8, 30, 17)	213	176	-37	
(1, 30, 12, 15)	0	1	1	
(7, 10, 30, 24)	0	1	1	
(9, 30, 1, 22)	1	0	-1	
(30, 17, 12, 7)	1	0	-1	
(18, 8, 4, 17)	1	0	-1	
(6, 19, 21)	1	2	1	
(4, 30, 1, 12)	5	0	-5	
(13, 30, 12, 0)	1	1	0	
(0, 6, 30, 19)	1	1	0	
(17, 30, 27, 23)	1	0	-1	
(27, 30, 7, 21)	2	4	2	
(6, 30, 15, 17)	1	0	-1	
(22, 26, 30)	2	9	7	
(17, 30, 23, 10)	0	1	1	
(30, 0, 20)	3	7	4	
(12, 30, 19, 4)	1	1	0	
(8, 8, 1, 30)	0	1	1	
(7, 30, 21, 7)	5	5	0	
(6, 19, 30, 27)	1	1	0	
(25, 3, 30, 21)	33	31	-2	
(17, 2, 30, 22)	1	0	-1	
(0, 17, 2)	1	0	-1	
(5, 30, 3, 23)	1	0	-1	
(7, 21, 7, 30)	2	4	2	
(17, 6, 22)	0	2	2	
(30, 17, 30, 23)	112	123	11	
(30, 12, 18, 25)	0	1	1	
(3, 21, 12, 7)	0	1	1	
(10, 30, 24)	20	13	-7	
(27, 21, 12, 30)	3	3	0	
(30, 9, 30, 13)	2	3	1	
(9, 30, 3, 21)	11	26	15	
(17, 5, 30, 17)	24	32	8	
(30, 17, 18, 0)	13	19	6	
(27, 25)	5	5	0	
(4, 30, 7, 21)	47	48	1	
(13, 13, 21)	1	0	-1	
(27, 12, 30, 18)	0	1	1	
(25, 0, 3)	38	8	-30	
(22, 30, 9, 17)	0	1	1	
(25, 25, 21)	1	1	0	
(4, 17, 30, 2)	13	16	3	
(30, 4, 17, 7)	5	7	2	
(5, 30, 12, 8)	1	0	-1	
(21, 14, 30, 2)	1	0	-1	
(12, 30, 26, 30)	77	93	16	
(27, 3, 30, 21)	11	18	7	
(30, 3, 4, 12)	2	0	-2	
(12, 30, 17, 5)	5	11	6	
(1, 30, 3, 9)	1	0	-1	
(10, 5, 30)	7	4	-3	
(0, 28, 30, 12)	0	1	1	
(18, 30, 6, 17)	1	1	0	
(7, 21, 21, 30)	9	21	12	
(10, 30, 15, 21)	0	1	1	
(2, 30, 24, 21)	5	2	-3	
(0, 3)	846	1924	1078	
(21, 15, 30, 15)	10	5	-5	
(27, 21, 2, 30)	1	0	-1	
(9, 30, 17, 1)	6	0	-6	
(19, 4, 17)	1	0	-1	
(6, 21, 30, 6)	3	4	1	
(8, 4, 8, 30)	1	0	-1	
(7, 30, 28, 4)	1	2	1	
(14, 30, 17, 19)	0	1	1	
(13, 17, 30, 1)	3	3	0	
(2, 18, 30)	12	21	9	
(30, 21, 30, 24)	209	195	-14	
(17, 17, 30, 6)	3	1	-2	
(25, 30, 28, 3)	0	1	1	
(5, 30, 22)	32	43	11	
(30, 13, 30, 22)	5	8	3	
(3, 0, 30, 25)	1	3	2	
(3, 30, 23, 12)	2	1	-1	
(30, 18, 0, 12)	0	2	2	
(4, 12, 7, 21)	0	1	1	
(22, 26, 21)	0	1	1	
(17, 30, 19, 12)	3	2	-1	
(22, 30, 7, 7)	1	0	-1	
(30, 7, 8, 4)	3	2	-1	
(6, 30, 18, 0)	6	6	0	
(25, 30, 21, 27)	1	1	0	
(4, 30, 28, 4)	0	2	2	
(15, 30, 8, 21)	1	0	-1	
(6, 30, 12, 6)	0	1	1	
(27, 30, 12, 3)	2	0	-2	
(18, 1, 3, 17)	6	0	-6	
(19, 30, 3, 7)	0	4	4	
(17, 30, 24, 14)	0	1	1	
(24, 30, 21, 21)	3	4	1	
(30, 9, 14, 30)	0	1	1	
(7, 28, 28)	0	1	1	
(27, 12, 9, 21)	1	0	-1	
(5, 12, 30, 25)	4	1	-3	
(4, 21, 4)	1	3	2	
(18, 20, 21)	0	1	1	
(30, 17, 17, 4)	1	2	1	
(24, 30, 0, 22)	0	1	1	
(14, 13, 30, 27)	1	0	-1	
(13, 30, 21, 25)	2	1	-1	
(3, 27, 12)	0	2	2	
(6, 5, 30)	72	111	39	
(23, 18, 7, 30)	0	1	1	
(30, 8, 11, 8)	0	1	1	
(2, 30, 21, 11)	2	0	-2	
(4, 21, 12, 30)	16	15	-1	
(22, 12, 30, 22)	1	1	0	
(7, 17, 2)	0	1	1	
(12, 30, 21, 15)	1	1	0	
(3, 17, 1, 3)	2	0	-2	
(4, 30, 18, 11)	10	5	-5	
(25, 0)	121	66	-55	
(24, 21, 27, 30)	1	0	-1	
(28, 30, 26, 30)	1	2	1	
(30, 17, 19, 19)	1	0	-1	
(18, 30, 10, 19)	0	1	1	
(4, 30, 6, 30)	195	276	81	
(5, 27)	2	1	-1	
(30, 24, 10, 30)	2	4	2	
(0, 9, 30, 21)	1	4	3	
(19, 30, 1, 2)	2	0	-2	
(17, 30, 26, 3)	2	1	-1	
(4, 27, 30, 10)	1	0	-1	
(4, 7, 4, 21)	0	1	1	
(14, 30, 1, 4)	3	0	-3	
(17, 25, 3)	11	11	0	
(4, 30, 21, 11)	3	3	0	
(21, 7, 17)	1	4	3	
(1, 26, 30, 21)	1	0	-1	
(25, 18, 17, 30)	1	0	-1	
(25, 4, 4)	0	1	1	
(0, 22, 30, 8)	0	2	2	
(26, 2, 17, 30)	0	1	1	
(21, 21, 30, 23)	6	2	-4	
(6, 27, 30, 4)	0	3	3	
(30, 9, 9, 22)	0	1	1	
(30, 0, 6)	59	83	24	
(4, 30, 16, 30)	5	3	-2	
(28, 30, 22)	7	10	3	
(4, 2)	30	28	-2	
(30, 3, 30, 20)	24	22	-2	
(7, 2, 19, 30)	1	0	-1	
(13, 30, 16, 23)	1	0	-1	
(3, 10, 30, 21)	0	2	2	
(17, 26)	12	16	4	
(12, 10, 21)	0	3	3	
(17, 7, 30, 7)	2	10	8	
(0, 21, 18, 7)	0	1	1	
(2, 30, 18, 13)	0	2	2	
(3, 25, 30, 4)	0	2	2	
(30, 27, 3, 12)	1	1	0	
(30, 3, 7, 2)	0	1	1	
(0, 21, 30, 20)	2	0	-2	
(19, 15, 30, 8)	1	0	-1	
(7, 2, 7)	1	0	-1	
(23, 17, 30, 19)	0	2	2	
(24, 21, 30, 26)	1	1	0	
(23, 5, 30)	2	3	1	
(12, 27, 30, 3)	1	0	-1	
(2, 30, 5, 28)	1	0	-1	
(18, 30, 7, 5)	1	0	-1	
(12, 10, 3, 30)	1	0	-1	
(30, 24, 12)	11	4	-7	
(10, 30, 0, 5)	1	0	-1	
(12, 3, 30, 9)	1	1	0	
(5, 30, 4, 4)	3	2	-1	
(22, 30, 13, 30)	2	5	3	
(10, 7, 2, 30)	1	0	-1	
(4, 30)	23229	19935	-3294	
(27, 27, 27)	3	6	3	
(14, 3, 30, 17)	1	1	0	
(4, 4, 17, 12)	0	1	1	
(23, 30, 2, 21)	0	1	1	
(17, 14, 30)	1	3	2	
(30, 28, 4, 21)	2	4	2	
(23, 30, 22, 22)	0	1	1	
(25, 27, 8, 30)	1	0	-1	
(0, 21, 12, 0)	1	16	15	
(4, 4, 4, 19)	2	0	-2	
(5, 17, 10, 30)	0	1	1	
(30, 5, 30, 23)	24	25	1	
(9, 30, 21, 24)	0	1	1	
(14, 0, 4, 0)	0	1	1	
(18, 30, 21, 25)	1	3	2	
(7, 10, 30, 7)	1	0	-1	
(9, 13, 30)	1	0	-1	
(18, 12, 30, 5)	0	1	1	
(4, 21, 30, 0)	47	53	6	
(7, 25, 3)	1	0	-1	
(7, 25, 30, 10)	0	1	1	
(6, 30, 9, 30)	6	16	10	
(30, 4, 7, 4)	1	5	4	
(0, 3, 30, 17)	44	89	45	
(11, 18, 30)	0	2	2	
(7, 27, 30, 22)	1	1	0	
(5, 30, 6, 5)	3	8	5	
(14, 30, 0, 15)	0	1	1	
(4, 18, 30, 15)	1	0	-1	
(28, 30, 1)	9	3	-6	
(27, 27, 25)	1	0	-1	
(30, 7, 12, 21)	4	0	-4	
(10, 17, 3)	0	1	1	
